"stock","temperature","oxygen","sex","fresh_mass","wing_area","ID_fly","cell_area","cell_number","cell_area_log","cell_number_log","wing_area_log","fresh_mass_log","cell_area_cat","cell_area_delta","fresh_mass_delta","wing_area_delta"
"25203",17,10,"male",0.855,1220990.177,"20191204-DRME-P6-H12",161.95175,7539.22187935604,2.209385645222,3.87732652479015,6.08671217001216,-0.0680338852718274,"large",5.17422713322995,13.8482023968043,34.5745948318174
"25203",17,10,"male",0.899,1173685.951,"20191204-DRME-P6-H3",162.5488125,7220.51384411067,2.21098380110633,3.85856810501024,6.06955190611657,-0.0462403082667712,"large",5.56196969845528,19.7070572569907,29.3608370410512
"25203",17,10,"male",0.864,1231089.721,"20191204-DRME-P6-H4",166.00729787234,7415.87711370802,2.2201271805462,3.87016252463149,6.0902897051777,-0.0634862575211067,"large",7.80796905374157,15.0466045272969,35.6877422324996
"25203",17,10,"male",0.889,1234785.709,"20191204-DRME-P6-H5",169.616152173913,7279.88280110218,2.22946720680034,3.8621243876586,6.09159159445894,-0.0510982390297863,"large",10.1516205549099,18.375499334221,36.0951051228591
"25203",17,10,"male",0.892,1223261.516,"20191204-DRME-P6-H6",166.522680851064,7345.91534167092,2.22147339398421,3.86604591899198,6.08751931297619,-0.0496351456238769,"large",8.14266754551369,18.7749667110519,34.8249363426736
"25203",17,10,"male",0.827,1048075.745,"20191204-DRME-P6-H9",154.027843137255,6804.45641289708,2.18759923400448,3.83279343647415,6.02039267047863,-0.0824944904474534,"large",0.0283069430195182,10.1198402130493,15.5163828450932
"25203",17,10,"male",0.882,1131303.573,"20191204-DRME-P7-A1",157.1084,7200.78349088909,2.1961994057664,3.85737975299482,6.05357915876122,-0.0545314148681803,"large",2.02887308187989,17.4434087882823,24.6895534756316
"25203",17,10,"male",0.835,1135987.98,"20191204-DRME-P7-A2",170.77,6652.15190021667,2.23241157842085,3.82296215766605,6.05537373608689,-0.0783135245163979,"large",10.9009490020434,11.185086551265,25.2058575261697
"25203",17,10,"male",0.851,1212017.099,"20191204-DRME-P7-A3",153.462078431373,7897.82799365648,2.18600107582199,3.89750767102887,6.08350874685086,-0.0700704399154121,"large",-0.339110301193268,13.3155792276964,33.5856037989728
"28141",25,21,"male",0.79,872181.088,"20191126-DRME-P2-E10",135.390379310345,6441.97240928595,2.13158780496304,3.8090188604215,5.94060666538454,-0.102372908709559,"medium",-1.73108326851276,3.94736842105263,-3.18553277661476
"28141",25,21,"male",0.76,900878.88,"20191126-DRME-P2-E11",154.485823529412,5831.46634052468,2.18888863233412,3.7657777732026,5.95466640553672,-0.119186407719209,"medium",12.1287539479332,0,0
"28141",25,21,"male",0.805,942617.936,"20191126-DRME-P2-E12",157.05284,6001.91589021886,2.19604579418996,3.7782899050059,5.97433569919586,-0.0942041196321315,"medium",13.9919434085252,5.92105263157896,4.63314846497456
"28141",25,21,"male",0.707,872127.564,"20191126-DRME-P2-E7",135.390379310345,6441.57707838967,2.13158780496304,3.8089922078244,5.94058001278745,-0.150580586203101,"medium",-1.73108326851276,-6.97368421052632,-3.19147408583937
"28141",25,21,"male",0.769,891671.003,"20191126-DRME-P2-E8",137.765649122807,6472.37543377121,2.13914094285349,3.81106370083014,5.95020464368363,-0.114073660198569,"medium",-0.00706718550420593,1.18421052631579,-1.02209933037835
"28141",25,21,"male",0.76,917489.603,"20191126-DRME-P2-E9",151.012346153846,6075.59332973539,2.17901245489118,3.78358869663206,5.96260115152324,-0.119186407719209,"medium",9.60763789281269,0,1.84383532223555
"28141",25,21,"male",0.768,901130.994,"20191126-DRME-P2-F1",134.902620689655,6679.8627735562,2.13002038658814,3.82476754072413,5.95478792731227,-0.114638779968488,"medium",-2.08510776808037,1.05263157894737,0.0279853380512174
"28141",25,21,"male",0.742,921031.015,"20191126-DRME-P2-F2",145.429574074074,6333.17549655255,2.16265273218428,3.80162152278625,5.96427425497053,-0.129596094720973,"medium",5.55555555555556,-2.36842105263159,2.23694166301245
"28141",25,21,"male",0.791,907370.768,"20191126-DRME-P2-F3",145.429574074074,6239.24517263479,2.16265273218428,3.79513205167145,5.95778478385573,-0.101823516502323,"medium",5.55555555555556,4.07894736842105,0.72061718218992
"28141",25,21,"male",0.744,865503.119,"20191126-DRME-P2-F4",139.720571428571,6194.5289097423,2.14526035314488,3.79200828412956,5.93726863727444,-0.128427064454121,"medium",1.41185266877388,-2.10526315789474,-3.9268054546911
"28141",25,21,"male",0.726,847493.322,"20191126-DRME-P2-F5",137.775385964912,6151.26799365914,2.13917163633476,3.7889646484401,5.92813628477485,-0.139063379299906,"medium",0,-4.47368421052632,-5.92594178698028
"28141",25,21,"male",0.766,903294.682,"20191126-DRME-P2-F6",142.7854,6326.2398116334,2.154683802513,3.80114565088907,5.95582945340207,-0.115771230367396,"medium",3.63636363636364,0.789473684210518,0.268160576702603
"28141",25,21,"male",0.744,877071.738,"20191126-DRME-P2-F7",135.399948275862,6477.63717171491,2.13161849844431,3.81141661846035,5.94303511690466,-0.128427064454121,"medium",-1.72413793103449,-2.10526315789474,-2.64265735700231
"28141",25,21,"male",0.783,909523.371,"20191126-DRME-P2-F8",137.775385964912,6601.49390713107,2.13917163633476,3.81964222678539,5.95881386312015,-0.106238237942057,"medium",0,3.02631578947368,0.959561955764809
"28141",25,21,"male",0.717,882228.745,"20191126-DRME-P2-F9",135.399948275862,6515.72438715086,2.13161849844431,3.81396270552121,5.94558120396552,-0.1444808443322,"medium",-1.72413793103449,-5.65789473684211,-2.07021558769366
"28141",25,10,"male",0.591,778511.601,"20191126-DRME-P3-G10",124.160920634921,6270.18225234584,2.0939849241556,3.79728016444121,5.89126508859681,-0.228412519118745,"medium",-9.88163831633824,-22.2368421052632,-13.5830999834295
"28141",25,10,"male",0.619,795121.522,"20191126-DRME-P3-G7",128.704524590164,6177.88321375584,2.10959381473656,3.79083969417249,5.90043350890905,-0.208309350979882,"medium",-6.583804001869,-18.5526315789474,-11.73935368537
"28141",25,10,"male",0.618,811308.626,"20191126-DRME-P3-G9",126.62864516129,6406.99128515996,2.10253196024907,3.80665413326149,5.90918609351056,-0.209011524911184,"medium",-8.09051684054853,-18.6842105263158,-9.94254122152358
"28141",25,10,"male",0.649,820147.186,"20191126-DRME-P3-H1",133.067389830508,6163.39726092654,2.12407163810518,3.7898201610242,5.91389179912939,-0.187755303199631,"medium",-3.41715329006795,-14.6052631578947,-8.96143708019884
"28141",25,10,"male",0.605,799584.192,"20191126-DRME-P3-H2",128.231770491803,6235.46090749102,2.10799563859842,3.79486856081085,5.90286419940927,-0.218244625347531,"medium",-6.92693793326735,-20.3947368421053,-11.2439852069792
"28141",25,10,"male",0.602,804554.613,"20191126-DRME-P3-H3",124.618666666667,6456.13241194471,2.09558310029375,3.8099724289611,5.90555552925485,-0.220403508742175,"medium",-9.5493975256192,-20.7894736842105,-10.6922549899272
"28141",25,10,"male",0.646,820503.535,"20191126-DRME-P3-H4",131.285083333333,6249.78492733054,2.11821538416993,3.79586507230716,5.91408045647709,-0.189767482004916,"medium",-4.71078530183314,-15,-8.92188137433081
"28141",25,10,"male",0.641,821469.186,"20191126-DRME-P3-H5",124.618666666667,6591.86306492339,2.09558310029375,3.81900817703162,5.91459127732537,-0.193141970481183,"medium",-9.5493975256192,-15.6578947368421,-8.81469149326711
"28141",25,10,"male",0.601,776777.862,"20191126-DRME-P3-H6",122.6715,6332.17872121886,2.08874367576344,3.80155316401467,5.89029683977811,-0.22112552799726,"medium",-10.9626881892814,-20.921052631579,-13.7755497165168
"28141",25,10,"male",0.641,804098.561,"20191126-DRME-P3-H7",128.704524590164,6247.63242442723,2.10959381473656,3.7957154701748,5.90530928491136,-0.193141970481183,"medium",-6.583804001869,-15.6578947368421,-10.7428779993155
"28196",25,21,"male",0.94,898140.678,"20191126-DRME-P1-A1",163.654583333333,5488.02642557623,2.21392817272683,3.73941619388935,5.95334436661618,-0.0268721464003014,"large",1.77239028343941,4.79375696766999,0.515416037518768
"28196",25,21,"male",0.914,928034.435,"20191126-DRME-P1-A10",163.192458333333,5686.74830000059,2.21270008468808,3.75486400645862,5.96756409114669,-0.0390538042661686,"large",1.48500715672344,1.89520624303232,3.86097592071057
"28196",25,21,"male",0.838,859585.698,"20191126-DRME-P1-A11",156.66476,5486.78399660524,2.19497131772764,3.73931786325259,5.93428918098023,-0.0767559813697235,"large",-2.57439312954552,-6.57748049052398,-3.79946463757546
"28196",25,21,"male",0.879,925740.023,"20191126-DRME-P1-A12",166.664638297872,5554.50773754098,2.22184346412795,3.74464557608649,5.96648904021444,-0.0560111249262281,"large",3.64426262814308,-2.0066889632107,3.60419679647022
"28196",25,21,"male",0.867,868582.598,"20191126-DRME-P1-A3",157.1084,5528.55606702124,2.1961994057664,3.7426117182832,5.9388111240496,-0.0619809025237897,"large",-2.29850532789818,-3.34448160535117,-2.79257655344844
"28196",25,21,"male",0.831,877935.463,"20191126-DRME-P1-A4",161.339673469388,5441.53489418446,2.20774117365203,3.73572141845781,5.94346259210983,-0.080398976215889,"large",0.332810008045636,-7.35785953177258,-1.74585064553032
"28196",25,21,"male",0.957,892967.184,"20191126-DRME-P1-A6",171.861826086957,5195.84368635876,2.23517942199897,3.7156560771252,5.95083549912417,-0.0190880622231565,"large",6.87625413900514,6.68896321070234,-0.063575555352402
"28196",25,21,"male",0.957,894103.324,"20191126-DRME-P1-A7",160.269326530612,5578.75510776057,2.20485041197873,3.7465372974773,5.95138770945604,-0.0190880622231565,"large",-0.332810008045648,6.68896321070234,0.0635755553524131
"28196",25,21,"male",0.902,855397.105,"20191126-DRME-P1-A8",163.608270833333,5228.32434230289,2.21380525463166,3.7183625214684,5.93216777610006,-0.0447934624580583,"large",1.74358978345339,0.557413600891854,-4.26823103277355
"28196",25,21,"male",0.978,906910.718,"20191126-DRME-P1-A9",160.269326530612,5658.66680563342,2.20485041197873,3.7527141225031,5.95756453448183,-0.00966114521239857,"large",-0.332810008045648,9.03010033444815,1.49691508422565
"28196",25,21,"male",0.892,918777.477,"20191126-DRME-P1-B1",159.274816326531,5768.5043887692,2.2021471129321,3.76106322738441,5.96321034031651,-0.0496351456238769,"large",-0.951269195494786,-0.557413600891865,2.82498344491733
"28196",25,21,"male",0.843,878671.372,"20191126-DRME-P1-B3",150.639192307692,5832.9532875166,2.17793797842886,3.76588849845042,5.94382647687928,-0.0741724253752577,"large",-6.32153185533222,-6.02006688963211,-1.66349138810812
"28196",25,10,"male",0.799,794964.287,"20191126-DRME-P2-H10",145.470740740741,5464.77101135267,2.16277565027945,3.73757196855663,5.90034761883608,-0.0974532206860086,"large",-9.53565308138718,-10.9253065774805,-11.0315699977966
"28196",25,10,"male",0.747,839276.479,"20191126-DRME-P2-H12",145.470740740741,5769.38341501791,2.16277565027945,3.76112940175818,5.92390505203763,-0.126679398184601,"large",-9.53565308138718,-16.7224080267559,-6.07237092852297
"28196",25,10,"male",0.747,810200.645,"20191126-DRME-P2-H2",145.470740740741,5569.50931076887,2.16277565027945,3.7458169343097,5.90859258458915,-0.126679398184601,"large",-9.53565308138718,-16.7224080267559,-9.32639295729455
"28196",25,10,"male",0.753,827676.448,"20191126-DRME-P2-H3",145.470740740741,5689.64208049983,2.16277565027945,3.75508494700087,5.91786059728032,-0.123205023799299,"large",-9.53565308138718,-16.0535117056856,-7.37058842448314
"28196",25,10,"male",0.736,822316.192,"20191126-DRME-P2-H6",145.470740740741,5652.79442321353,2.16277565027945,3.75226319163606,5.91503884191551,-0.133122185662501,"large",-9.53565308138718,-17.948717948718,-7.97048148701248
"28196",25,10,"male",0.803,813395.021,"20191126-DRME-P3-A1",157.1084,5177.28537111956,2.1961994057664,3.71410210388215,5.91030150964855,-0.095284454721319,"large",-2.29850532789818,-10.479375696767,-8.96889435993088
"28196",17,21,"male",0.992,1180720.79,"20191204-DRME-P5-C10",182.968813953488,6453.12588789118,2.2623770728884,3.80977013742747,6.07214721031587,-0.00348832784582135,"large",13.7833916050162,10.5908584169454,32.1403699198644
"28196",17,21,"male",0.947,1185391.565,"20191204-DRME-P5-C11",207.043657894737,5725.32178504432,2.31606193185118,3.75779990071355,6.07386183256473,-0.0236500209967266,"large",28.7548905004131,5.57413600891861,32.663099714698
"28196",17,21,"male",0.923,1139303.872,"20191204-DRME-P5-C12",175.418755555556,6494.76658520234,2.24407602573936,3.81256354762149,6.05663957336085,-0.0347982989740879,"large",9.08821305097527,2.89855072463769,27.5051954469387
"28196",17,21,"male",0.948,1153222.082,"20191204-DRME-P5-C7",196.691475,5863.10149944221,2.29378553714002,3.76812741256551,6.06191294970553,-0.0231916626619338,"large",22.3171459753925,5.68561872909699,29.0628519509987
"28196",17,21,"male",0.988,1173844.729,"20191204-DRME-P5-C8",191.89412195122,6117.14792023904,2.28306167174825,3.78654898240509,6.06961065415334,-0.00524305541237188,"large",19.3338009516024,10.1449275362319,31.3708355372848
"28196",17,21,"male",0.939,1148361.228,"20191204-DRME-P5-D1",191.89412195122,5984.34812032397,2.28306167174825,3.77701684928459,6.06007852103284,-0.0273344077338891,"large",19.3338009516024,4.68227424749164,28.5188494644443
"28196",17,21,"male",0.98,1185513.364,"20191204-DRME-P5-D2",196.691475,6027.27374940881,2.29378553714002,3.78012091689645,6.07390645403647,-0.00877392430750515,"large",22.3171459753925,9.25306577480489,32.6767308500623
"28196",17,21,"male",0.952,1131466.344,"20191204-DRME-P5-D3",201.734846153846,5608.68072904532,2.30478092144149,3.74886071874721,6.0536416401887,-0.0213630516155257,"large",25.4534830516846,6.13154960981048,26.6280584828497
"28196",17,21,"male",0.973,1161628.002,"20191204-DRME-P5-D4",201.734846153846,5758.19212271401,2.30478092144149,3.760286151067,6.06506707250848,-0.0118871597316481,"large",25.4534830516846,8.4726867335563,30.0036005070708
"28196",17,21,"male",0.97,1133913.38,"20191204-DRME-P5-D5",187.325214285714,6053.18074410698,2.27259623807009,3.78198364186173,6.05457987993181,-0.0132282657337552,"large",16.4925199765642,8.13823857302118,26.9019185224
"28196",17,21,"male",1.001,1170626.304,"20191204-DRME-P5-D7",195.969,5973.52797636361,2.29218737649047,3.77623090200434,6.06841827849481,0.000434077479318593,"large",21.8678581756107,11.5942028985507,31.010645496031
"28196",17,21,"male",0.921,1126708.833,"20191204-DRME-P5-D8",182.968813953488,6157.9282756154,2.2623770728884,3.78943462615765,6.05181169904605,-0.0357403698031511,"large",13.7833916050162,2.67558528428093,26.0956216283773
"28196",17,21,"male",0.907,1122331.48,"20191204-DRME-P5-D9",182.968813953488,6134.00423683843,2.2623770728884,3.78774407161955,6.05012114450795,-0.0423927129399047,"large",13.7833916050162,1.11482720178373,25.6057301573464
"28196",17,10,"male",0.866,1141889.315,"20191204-DRME-P7-G12",192.070170731707,5945.16738674141,2.28345992242273,3.77416408672843,6.05762400915116,-0.0624821079826534,"large",19.4432809602389,-3.45596432552955,27.7945453062113
"28196",17,10,"male",0.9,1100357.981,"20191204-DRME-P7-G7",178.380795454545,6168.58994375541,2.25134809624487,3.79018590153215,6.04153399777703,-0.0457574905606751,"large",10.9302261159019,0.334448160535117,23.1465659663832
"28196",17,10,"male",0.931,1152659.227,"20191204-DRME-P7-G9",182.529186046512,6314.93106371647,2.26133231715147,3.800368613987,6.06170093113848,-0.0310503190186574,"large",13.5099988162717,3.79041248606466,28.9998600323832
"28196",17,10,"male",0.915,1125201.119,"20191204-DRME-P7-H1",191.433048780488,5877.77881702257,2.28201691601133,3.76921323938309,6.05123015539441,-0.0385789059335517,"large",19.0470719292606,2.0066889632107,25.9268858126106
"28196",17,10,"male",0.871,1074614.275,"20191204-DRME-P7-H2",174.367466666667,6162.92875926396,2.24146545786057,3.78978714750719,6.03125260536775,-0.0599818449923368,"large",8.43444472428736,-2.89855072463768,20.2654590503712
"28196",17,10,"male",0.931,1101766.042,"20191204-DRME-P7-H4",195.442875,5637.27913846949,2.29101984256266,3.7510695401059,6.04208938266855,-0.0310503190186574,"large",21.5406751676726,3.79041248606466,23.3041491164265
"28196",17,10,"male",0.874,1144910.279,"20191204-DRME-P7-H5",166.947574468085,6857.90304320276,2.22258011370019,3.83619134078189,6.05877145448208,-0.058488567365597,"large",3.82021303389213,-2.56410256410257,28.1326364991974
"28196",17,10,"male",0.883,1141012.737,"20191204-DRME-P7-H6",166.947574468085,6834.55713948168,2.22258011370019,3.83471037872674,6.05729049242693,-0.0540392964224314,"large",3.82021303389213,-1.56075808249722,27.6964430773316
"28196",17,10,"male",0.868,1094919.508,"20191204-DRME-P7-H8",181.807325581395,6022.41688831071,2.25961137831103,3.77977081527941,6.03938219359045,-0.0614802748235081,"large",13.0610931792303,-3.2329988851728,22.5379192481196
"28196",17,10,"male",0.846,1124300.551,"20191204-DRME-P7-H9",196.1634,5731.44914392797,2.29261798030795,3.75826444319625,6.0508824235042,-0.0726296369609765,"large",21.9887503148233,-5.685618729097,25.8260987428259
"28247",25,21,"male",0.79,913861.083,"20191126-DRME-P2-C1",137.814385964912,6631.10078531765,2.13929455442993,3.82158562875271,5.96088018318264,-0.102372908709559,"medium",-14.1783029001074,-3.12691600245248,1.56080302160069
"28247",25,21,"male",0.807,905299.178,"20191126-DRME-P2-C10",170.77,5301.2776131639,2.23241157842085,3.72438054761603,5.95679212603688,-0.0931264652779296,"medium",6.34427684117125,-1.04230533415082,0.609286469062842
"28247",25,21,"male",0.83,914455.378,"20191126-DRME-P2-C3",148.215471698113,6169.77004845062,2.17089354050163,3.79026897788251,5.96116251838414,-0.0809219076239261,"medium",-7.70119368502118,1.77805027590434,1.62684924958272
"28247",25,21,"male",0.838,856939.826,"20191126-DRME-P2-C6",167.136595744681,5127.18248317722,2.2230715521667,3.70987877482806,5.93295032699477,-0.0767559813697235,"medium",4.08163265306121,2.75904353157572,-4.76506934287434
"28247",25,21,"male",0.824,894334.255,"20191126-DRME-P2-C7",154.027843137255,5806.31551272879,2.18759923400448,3.7639006315153,5.95149986551978,-0.0840727883028842,"medium",-4.08163265306123,1.04230533415082,-0.609286469062831
"28247",25,21,"male",0.746,882577.555,"20191126-DRME-P2-C8",174.564888888889,5055.87097507199,2.24195689632708,3.70379598229781,5.94575287862489,-0.127261172527331,"medium",8.70748299319728,-8.522378908645,-1.91585254906741
"28247",25,10,"male",0.624,787774.826,"20191126-DRME-P3-E1",148.131622641509,5318.07329152452,2.17064778014654,3.72575431830682,5.89640209845336,-0.204815410317576,"medium",-7.75340933934187,-23.4825260576334,-12.4516346990982
"28247",25,10,"male",0.582,779482.79,"20191126-DRME-P3-E12",135.361655172414,5758.51993688428,2.13149565618439,3.76031087477018,5.89180653095457,-0.235077015350112,"medium",-15.7057016376745,-28.632740649908,-13.373159699462
"28247",25,10,"male",0.58,757717.811,"20191126-DRME-P3-E2",145.388444444444,5211.67836890598,2.16252988992436,3.71697760601994,5.8795074959443,-0.236572006437063,"medium",-9.46167953676146,-28.8779889638259,-15.7919832888546
"28247",25,10,"male",0.658,759357.385,"20191126-DRME-P3-E3",135.361655172414,5609.84116242363,2.13149565618439,3.74895056477496,5.88044622095936,-0.181774106386044,"medium",-15.7057016376745,-19.31330472103,-15.6097712927964
"28247",25,10,"male",0.608,775455.863,"20191126-DRME-P3-E4",144.854407407407,5353.34669396014,2.16093171378622,3.72862537011576,5.88955708390198,-0.216096420727265,"medium",-9.79424253090626,-25.4445125689761,-13.820687171019
"28247",25,10,"male",0.612,724976.177,"20191126-DRME-P3-E6",130.8496,5540.53032642056,2.11677239936368,3.74355133635568,5.86032373571937,-0.213248577854439,"medium",-18.5155115830853,-24.9540159411404,-19.4306836374494
"28247",25,10,"male",0.619,796138.871,"20191126-DRME-P3-E7",135.361655172414,5881.56867604741,2.13149565618439,3.76949317241842,5.90098882860281,-0.208309350979882,"medium",-15.7057016376745,-24.095646842428,-11.5221070690122
"28247",25,10,"male",0.573,750600.064,"20191126-DRME-P3-E8",128.704524590164,5831.96330035909,2.10959381473656,3.76581478237067,5.87540859710723,-0.24184537803261,"medium",-19.8513228686085,-29.7363580625383,-16.5830051569174
"28247",25,10,"male",0.604,768009.463,"20191126-DRME-P3-E9",135.361655172414,5673.75939679347,2.13149565618439,3.75387091502337,5.88536657120777,-0.218963061378868,"medium",-15.7057016376745,-25.9350091968118,-14.6482334772228
"28247",25,10,"male",0.576,798661.009,"20191126-DRME-P3-F2",142.745018181818,5595.01844038244,2.15456096025309,3.74780152223937,5.90236248249246,-0.239577516576788,"medium",-11.1078308179113,-29.3684855916616,-11.241812431921
"28247",17,21,"male",0.889,1134537.134,"20191204-DRME-P5-F1",191.89412195122,5912.30790429529,2.28306167174825,3.77175704339325,6.05481871514151,-0.0510982390297863,"medium",19.4989847688351,9.01287553648069,26.085358628698
"28247",17,21,"male",0.881,1147571.385,"20191204-DRME-P5-F2",182.968813953488,6271.9507232075,2.2623770728884,3.79740263757129,6.05977971045969,-0.0550240915879521,"medium",13.9408924540055,8.03188228080931,27.5339037336055
"28247",17,21,"male",0.865,1129655.98,"20191204-DRME-P5-F4",196.691475,5743.28897579318,2.29378553714002,3.75916066852477,6.05294620566479,-0.0629838925351858,"medium",22.4864593880559,6.06989576946659,25.5428977129922
"28247",17,10,"male",0.833,1098717.397,"20191204-DRME-P7-E10",174.960711111111,6279.79498952908,2.24294053518164,3.79794546597134,6.04088600115298,-0.0793549985932124,"medium",8.9539749296023,2.14592274678111,22.1045771714111
"28247",17,10,"male",0.768,1124614.273,"20191204-DRME-P7-E2",171.157217391304,6570.65059914404,2.23339521727541,3.81760837376513,6.05100359104054,-0.114638779968488,"medium",6.58541025721966,-5.82464745554874,24.9825939413963
"28247",17,10,"male",0.766,1104862.668,"20191204-DRME-P7-E3",174.960711111111,6314.91870936866,2.24294053518164,3.80036776434505,6.04330829952669,-0.115771230367396,"medium",8.9539749296023,-6.06989576946658,22.7875241413122
"28247",17,10,"male",0.799,1141215.734,"20191204-DRME-P7-E4",178.937090909091,6377.74833715049,2.25270037247079,3.80466737819587,6.05736775066667,-0.0974532206860086,"medium",11.4302016325478,-2.02329858982219,26.8275764467863
"28247",17,10,"male",0.819,1072617.523,"20191204-DRME-P7-E5",171.157217391304,6266.85534707983,2.23339521727541,3.79704967033583,6.03044488761124,-0.0867160982395816,"medium",6.58541025721966,0.42918454935621,19.2040004738009
"28247",17,10,"male",0.791,866904.087,"20191204-DRME-P7-E6",138.126877192982,6276.14338800127,2.14027819328449,3.79769285714345,5.93797105042794,-0.101823516502323,"medium",-13.9837040029456,-3.00429184549356,-3.65770371859945
"28247",17,10,"male",0.759,1114139.63,"20191204-DRME-P7-E7",164.025666666667,6792.47127990132,2.21491181158139,3.83202781079891,6.0469396223803,-0.11975822410452,"medium",2.14435149650216,-6.92826486817903,23.818507654942
"28247",17,10,"male",0.846,1123001.37,"20191204-DRME-P7-E8",171.157217391304,6561.22708183882,2.23339521727541,3.81698506880179,6.0503802860772,-0.0726296369609765,"medium",6.58541025721966,3.74003678724708,24.803345993406
"28247",17,10,"male",0.775,1094808.782,"20191204-DRME-P7-E9",171.157217391304,6396.50958742229,2.23339521727541,3.80594305516641,6.03933827244182,-0.11069829749369,"medium",6.58541025721966,-4.9662783568363,21.6701981552929
"28247",17,10,"male",0.768,1080388.616,"20191204-DRME-P7-F2",178.937090909091,6037.81256591956,2.25270037247079,3.78087962692982,6.03357999940061,-0.114638779968488,"medium",11.4302016325478,-5.82464745554874,20.0676311285221
"25180",25,21,"female",1.187,936595.626,"20191126-DRME-P1-G10",154.093235294118,6078.10994565933,2.18778357357292,3.78376855167701,5.97155212524993,0.0744507189545912,"small",0,4.81236203090509,2.14930926703856
"25180",25,21,"female",1.073,923912.416,"20191126-DRME-P1-G11",154.093235294118,5995.80127081198,2.18778357357292,3.77784722984335,5.96563080341626,0.0305997219659511,"small",0,-5.25386313465783,0.766021640208647
"25180",25,21,"female",1.104,864123.041,"20191126-DRME-P1-G12",145.5325,5937.66369024101,2.16295998984788,3.77361559548151,5.9365755853294,0.0429690733931801,"small",-5.55555555555556,-2.5165562913907,-5.754875092826
"25180",25,21,"female",1.096,917102.02,"20191126-DRME-P1-G4",154.093235294118,5951.60467784019,2.18778357357292,3.77463407644669,5.96241765001961,0.0398105541483504,"small",0,-3.22295805739512,0.0232493829794622
"25180",25,21,"female",1.215,927941.44,"20191126-DRME-P1-G6",167.207553191489,5549.63829257942,2.22325589173514,3.74426467813962,5.96752056987476,0.084576277934331,"small",8.51063829787233,7.28476821192054,1.20544502335855
"25180",25,21,"female",1.198,937058.881,"20191126-DRME-P1-G7",160.382755102041,5842.64112687061,2.20515766964234,3.76660921141616,5.97176688105849,0.0784568180532926,"small",4.08163265306123,5.78366445916116,2.19983392992493
"25180",25,21,"female",1.072,890107.749,"20191126-DRME-P1-G8",151.129903846154,5889.68646407733,2.17935040603605,3.770092175849,5.94944258188505,0.0301947853567512,"small",-1.92307692307693,-5.34216335540837,-2.92086658368772
"25180",25,21,"female",1.131,916675.678,"20191126-DRME-P1-G9",148.278396226415,6182.12565908977,2.17107788007006,3.7911378283712,5.96221570844126,0.0534626049254553,"small",-3.77358490566039,-0.132450331125811,-0.0232493829794622
"25180",25,21,"female",1.156,890432.581,"20191126-DRME-P1-H1",160.314693877551,5554.27927074555,2.20497333007391,3.74462771241362,5.94960104248752,0.0629578340845102,"small",4.03746379363017,2.07505518763798,-2.88543895248091
"25180",25,21,"female",1.134,896154.052,"20191126-DRME-P1-H2",157.1084,5704.04925516395,2.1961994057664,3.75618326704604,5.95238267281245,0.0546130545568877,"small",1.95671451775759,0.132450331125833,-2.2614297275634
"25180",25,21,"female",1.073,873620.684,"20191126-DRME-P1-H3",148.215471698113,5894.2610645898,2.17089354050163,3.7704293674148,5.94132290791643,0.0305997219659511,"small",-3.81442026626643,-5.25386313465783,-4.71901965512942
"25180",25,21,"female",1.143,943778.841,"20191126-DRME-P1-H4",160.314693877551,5887.03891185958,2.20497333007391,3.76989690639991,5.97487023647382,0.0580462303952817,"small",4.03746379363017,0.927152317880808,2.93274283238667
"25180",25,10,"female",0.841,865211.477,"20191126-DRME-P4-C11",140.43425,6160.97196374816,2.14747303921831,3.78964923248807,5.93712227170639,-0.0752040042020878,"small",-8.86410442875494,-25.7395143487859,-5.63616539304209
"25180",25,10,"female",0.894,835082.453,"20191126-DRME-P4-C5",145.635518518519,5734.05760830119,2.16326730640154,3.75846205185456,5.9217293582561,-0.0486624812040823,"small",-5.48870088907919,-21.0596026490066,-8.92217154666257
"25180",25,10,"female",0.863,847539.894,"20191126-DRME-P4-C6",133.293525423729,6358.44757879831,2.12480905458237,3.80335109516743,5.9281601497498,-0.0639892042847904,"small",-13.4981330171233,-23.7969094922737,-7.56350729705515
"25180",25,10,"female",0.912,847329.408,"20191126-DRME-P4-C7",142.9876,5925.89432929848,2.15529837673027,3.7727539028626,5.92805227959287,-0.0400051616715838,"small",-7.20708814564138,-19.4701986754967,-7.58646384192201
"25180",25,10,"female",0.947,835291.092,"20191126-DRME-P4-C8",135.591689655172,6160.3413463189,2.13223307266157,3.78960477721564,5.92183784987722,-0.0236500209967266,"small",-12.0067215174186,-16.3796909492274,-8.89941644387912
"25180",25,10,"female",0.918,829654.132,"20191126-DRME-P4-C9",128.923245901639,6435.25631237191,2.11033123121374,3.80856584927179,5.91889708048553,-0.0371573187987575,"small",-16.3342598034472,-18.9403973509934,-9.51420852103743
"25180",17,21,"female",0.992,1114553.937,"20191204-DRME-P6-D10",167.08929787234,6670.40888430533,2.22294863407153,3.82415245621863,6.04710109029016,-0.00348832784582135,"small",8.43389559146916,-12.4061810154525,21.5582388438448
"25180",17,21,"female",1.118,1101132.906,"20191204-DRME-P6-D11",182.632488372093,6029.22796384708,2.26157803642766,3.78026170475923,6.04183974118689,0.0484418035504045,"small",18.5207695999779,-1.28035320088298,20.0944811577701
